ALGORITHM, DISTANCE, TIME
FootRule+, 36.564, 15.62500
FootRule+_Local-Search, 36.434, 93.75000
FootRule+_Chanas, 36.494, 62.50000
RandomSort, 38.53, 31.25000
RandomSort_Local-Search, 36.442, 140.62500
RandomSort_Chanas, 37.5, 62.50000
Borda+, 39.792, 0.00000
Borda+_Local-Search, 36.434, 125.00000
Borda+_Chanas, 37.666, 31.25000
Score-Then-Borda+, 38.294, 0.00000
Score-Then-Borda+_Local-Search, 36.442, 109.37500
Score-Then-Borda+_Chanas, 36.832, 46.87500
Relaxed-Linear-Program, 36.434, 3546.87500
Relaxed-Linear-Program_Local-Search, 36.434, 3578.12500
Relaxed-Linear-Program_Chanas, 36.434, 3578.12500
Local-Search, 36.442, 109.37500
Local-Search_Chanas, 36.442, 156.25000
Chanas, 38.418, 31.25000
Chanas_Local-Search, 36.434, 140.62500
Copeland, 51.158, 15.62500
Copeland_Local-Search, 36.45, 140.62500
Copeland_Chanas, 36.506, 46.87500
QS-Rand, 48.466, 15.62500
QS-Rand_Local-Search, 36.436, 156.25000
QS-Rand_Chanas, 37.67, 46.87500
QS-Det, 47.59, 15.62500
QS-Det_Local-Search, 36.442, 125.00000
QS-Det_Chanas, 39.056, 46.87500
IS, 51.068, 31.25000
IS_Local-Search, 36.434, 125.00000
IS_Chanas, 36.596, 62.50000
Opt, 36.434, 3406.25000
