ALGORITHM, DISTANCE, TIME
FootRule+, 77.8975, 31.25000
FootRule+_Local-Search, 77.77125, 265.62500
FootRule+_Chanas, 77.8125, 156.25000
RandomSort, 82.4525, 31.25000
RandomSort_Local-Search, 77.77125, 468.75000
RandomSort_Chanas, 79.62375, 156.25000
Borda+, 88.37375, 0.00000
Borda+_Local-Search, 77.76375, 484.37500
Borda+_Chanas, 82.83375, 109.37500
Score-Then-Borda+, 80.625, 15.62500
Score-Then-Borda+_Local-Search, 77.77375, 406.25000
Score-Then-Borda+_Chanas, 79.70375, 125.00000
Relaxed-Linear-Program, 77.76375, 13781.25000
Relaxed-Linear-Program_Local-Search, 77.76375, 13906.25000
Relaxed-Linear-Program_Chanas, 77.76375, 13906.25000
Local-Search, 77.76375, 390.62500
Local-Search_Chanas, 77.76375, 515.62500
Chanas, 82.79125, 109.37500
Chanas_Local-Search, 77.76375, 562.50000
Copeland, 110.54625, 93.75000
Copeland_Local-Search, 77.76375, 500.00000
Copeland_Chanas, 77.84875, 187.50000
QS-Rand, 103.25, 93.75000
QS-Rand_Local-Search, 77.76375, 562.50000
QS-Rand_Chanas, 80.0175, 203.12500
QS-Det, 101.89625, 93.75000
QS-Det_Local-Search, 77.77125, 515.62500
QS-Det_Chanas, 82.32875, 203.12500
IS, 110.44125, 93.75000
IS_Local-Search, 77.76625, 484.37500
IS_Chanas, 77.95375, 187.50000
Opt, 77.76375, 11968.75000
