ALGORITHM, DISTANCE, TIME
FootRule+, 1.055, 0.00000
FootRule+_Local-Search, 1.055, 0.00000
FootRule+_Chanas, 1.055, 0.00000
RandomSort, 1.055, 0.00000
RandomSort_Local-Search, 1.055, 0.00000
RandomSort_Chanas, 1.055, 0.00000
Borda+, 1.055, 0.00000
Borda+_Local-Search, 1.055, 0.00000
Borda+_Chanas, 1.055, 15.62500
Score-Then-Borda+, 1.055, 0.00000
Score-Then-Borda+_Local-Search, 1.055, 0.00000
Score-Then-Borda+_Chanas, 1.055, 0.00000
Relaxed-Linear-Program, 1.055, 390.62500
Relaxed-Linear-Program_Local-Search, 1.055, 406.25000
Relaxed-Linear-Program_Chanas, 1.055, 390.62500
Local-Search, 1.055, 15.62500
Local-Search_Chanas, 1.055, 15.62500
Chanas, 3.07, 0.00000
Chanas_Local-Search, 1.055, 15.62500
Copeland, 23.87, 0.00000
Copeland_Local-Search, 1.055, 15.62500
Copeland_Chanas, 1.055, 0.00000
QS-Rand, 21.55, 0.00000
QS-Rand_Local-Search, 1.055, 15.62500
QS-Rand_Chanas, 3.165, 0.00000
QS-Det, 13.48, 0.00000
QS-Det_Local-Search, 1.055, 0.00000
QS-Det_Chanas, 3.165, 15.62500
IS, 23.87, 0.00000
IS_Local-Search, 1.055, 15.62500
IS_Chanas, 1.055, 0.00000
Opt, 1.055, 406.25000
