ALGORITHM, DISTANCE, TIME
FootRule+, 203.015, 109.37500
FootRule+_Chanas, 202.6636, 1515.62500
FootRule+_Local-Search, 202.069, 1953.12500
RandomSort, 207.8122, 218.75000
RandomSort_Chanas, 203.5654, 1640.62500
RandomSort_Local-Search, 202.052, 1750.00000
Borda+, 203.1356, 187.50000
Borda+_Chanas, 202.831, 1625.00000
Borda+_Local-Search, 202.106, 1671.87500
Score-Then-Borda+, 203.1356, 281.25000
Score-Then-Borda+_Chanas, 202.831, 1703.12500
Score-Then-Borda+_Local-Search, 202.1396, 1734.37500
Relaxed-Linear-Program, 202.0476, 4906.25000
Relaxed-Linear-Program_Chanas, 202.0476, 6359.37500
Relaxed-Linear-Program_Local-Search, 202.0476, 6328.12500
Local-Search, 202.0522, 1468.75000
Local-Search_Chanas, 202.0476, 2890.62500
Chanas, 203.9716, 1437.50000
Chanas_Local-Search, 202.0476, 2968.75000
Copeland, 215.3516, 1406.25000
Copeland_Chanas, 202.4366, 2828.12500
Copeland_Local-Search, 202.106, 2906.25000
QS-Rand, 211.6324, 1390.62500
QS-Rand_Chanas, 203.3642, 2796.87500
QS-Rand_Local-Search, 202.1056, 2906.25000
QS-Det, 211.3676, 1390.62500
QS-Det_Chanas, 203.5334, 2828.12500
QS-Det_Local-Search, 202.0558, 2890.62500
IS, 214.9956, 1421.87500
IS_Chanas, 202.735, 2859.37500
IS_Local-Search, 202.101, 3109.37500
Opt, 202.0476, 4859.37500
