ALGORITHM, DISTANCE, TIME
FootRule+, 10.22, 15.62500
FootRule+_Chanas, 10.16, 15.62500
FootRule+_Local-Search, 10.13, 15.62500
RandomSort, 10.48, 0.00000
RandomSort_Chanas, 10.29, 0.00000
RandomSort_Local-Search, 10.13, 0.00000
Borda+, 12.16, 0.00000
Borda+_Chanas, 10.64, 0.00000
Borda+_Local-Search, 10.13, 15.62500
Score-Then-Borda+, 11.18, 0.00000
Score-Then-Borda+_Chanas, 10.415, 0.00000
Score-Then-Borda+_Local-Search, 10.13, 0.00000
Relaxed-Linear-Program, 10.13, 390.62500
Relaxed-Linear-Program_Chanas, 10.13, 406.25000
Relaxed-Linear-Program_Local-Search, 10.13, 406.25000
Local-Search, 10.13, 15.62500
Local-Search_Chanas, 10.13, 31.25000
Chanas, 11.06, 0.00000
Chanas_Local-Search, 10.13, 15.62500
Copeland, 14.77, 0.00000
Copeland_Chanas, 10.145, 0.00000
Copeland_Local-Search, 10.14, 0.00000
QS-Rand, 13.97, 0.00000
QS-Rand_Chanas, 10.905, 15.62500
QS-Rand_Local-Search, 10.13, 15.62500
QS-Det, 13.305, 15.62500
QS-Det_Chanas, 11.09, 15.62500
QS-Det_Local-Search, 10.13, 15.62500
IS, 14.735, 0.00000
IS_Chanas, 10.19, 0.00000
IS_Local-Search, 10.13, 15.62500
Opt, 10.13, 406.25000
