ALGORITHM, DISTANCE, TIME
FootRule+, 24.82, 15.62500
FootRule+_Local-Search, 24.52, 62.50000
FootRule+_Chanas, 24.6, 31.25000
RandomSort, 30.72, 0.00000
RandomSort_Local-Search, 24.52, 78.12500
RandomSort_Chanas, 27.74, 15.62500
Borda+, 37.38, 0.00000
Borda+_Local-Search, 24.52, 46.87500
Borda+_Chanas, 29.24, 0.00000
Score-Then-Borda+, 27.06, 0.00000
Score-Then-Borda+_Local-Search, 24.56, 62.50000
Score-Then-Borda+_Chanas, 26.14, 15.62500
Relaxed-Linear-Program, 24.52, 3703.12500
Relaxed-Linear-Program_Local-Search, 24.52, 3718.75000
Relaxed-Linear-Program_Chanas, 24.52, 3718.75000
Local-Search, 24.56, 93.75000
Local-Search_Chanas, 24.56, 109.37500
Chanas, 31.2, 15.62500
Chanas_Local-Search, 24.52, 78.12500
Copeland, 75.66, 0.00000
Copeland_Local-Search, 24.52, 109.37500
Copeland_Chanas, 24.86, 0.00000
QS-Rand, 70.28, 0.00000
QS-Rand_Local-Search, 24.52, 109.37500
QS-Rand_Chanas, 29.84, 0.00000
QS-Det, 63.84, 0.00000
QS-Det_Local-Search, 24.52, 78.12500
QS-Det_Chanas, 30.88, 0.00000
IS, 75.78, 0.00000
IS_Local-Search, 24.52, 62.50000
IS_Chanas, 24.74, 0.00000
Opt, 24.52, 3515.62500
