ALGORITHM, DISTANCE, TIME
FootRule+, 38.00375, 31.25000
FootRule+_Local-Search, 37.95875, 250.00000
FootRule+_Chanas, 37.96375, 171.87500
RandomSort, 40.72625, 31.25000
RandomSort_Local-Search, 37.95875, 359.37500
RandomSort_Chanas, 39.7925, 156.25000
Borda+, 62.26375, 0.00000
Borda+_Local-Search, 37.95875, 343.75000
Borda+_Chanas, 47.77, 125.00000
Score-Then-Borda+, 39.42, 0.00000
Score-Then-Borda+_Local-Search, 37.95875, 312.50000
Score-Then-Borda+_Chanas, 38.84875, 125.00000
Relaxed-Linear-Program, 37.95875, 13828.12500
Relaxed-Linear-Program_Local-Search, 37.95875, 13953.12500
Relaxed-Linear-Program_Chanas, 37.95875, 13953.12500
Local-Search, 37.95875, 421.87500
Local-Search_Chanas, 37.95875, 562.50000
Chanas, 49.74, 109.37500
Chanas_Local-Search, 37.95875, 531.25000
Copeland, 150.4325, 93.75000
Copeland_Local-Search, 37.95875, 484.37500
Copeland_Chanas, 37.9625, 187.50000
QS-Rand, 140.6925, 78.12500
QS-Rand_Local-Search, 37.95875, 468.75000
QS-Rand_Chanas, 45.23625, 171.87500
QS-Det, 66.9375, 93.75000
QS-Det_Local-Search, 37.95875, 562.50000
QS-Det_Chanas, 55.255, 218.75000
IS, 150.39125, 93.75000
IS_Local-Search, 37.95875, 484.37500
IS_Chanas, 38.00375, 187.50000
Opt, 37.95875, 12000.00000
