ALGORITHM, DISTANCE, TIME
FootRule+, 115.165, 62.50000
FootRule+_Local-Search, 114.275, 609.37500
FootRule+_Chanas, 114.81, 203.12500
RandomSort, 129.62, 15.62500
RandomSort_Local-Search, 114.265, 734.37500
RandomSort_Chanas, 120.79, 125.00000
Borda+, 148.68, 0.00000
Borda+_Local-Search, 114.285, 812.50000
Borda+_Chanas, 127.625, 93.75000
Score-Then-Borda+, 125.1, 15.62500
Score-Then-Borda+_Local-Search, 114.265, 640.62500
Score-Then-Borda+_Chanas, 118.05, 125.00000
Relaxed-Linear-Program, 114.265, 34390.62500
Relaxed-Linear-Program_Local-Search, 114.265, 34531.25000
Relaxed-Linear-Program_Chanas, 114.265, 34531.25000
Local-Search, 114.275, 859.37500
Local-Search_Chanas, 114.275, 1000.00000
Chanas, 130.955, 78.12500
Chanas_Local-Search, 114.265, 796.87500
Copeland, 230.54, 46.87500
Copeland_Local-Search, 114.275, 875.00000
Copeland_Chanas, 114.825, 93.75000
QS-Rand, 216.685, 46.87500
QS-Rand_Local-Search, 114.265, 890.62500
QS-Rand_Chanas, 124.915, 109.37500
QS-Det, 199.255, 62.50000
QS-Det_Local-Search, 114.265, 781.25000
QS-Det_Chanas, 133.515, 125.00000
IS, 228.945, 46.87500
IS_Local-Search, 114.275, 687.50000
IS_Chanas, 116.42, 93.75000
Opt, 114.265, 30171.87500
