ALGORITHM, DISTANCE, TIME
FootRule+, 9.54, 0.00000
FootRule+_Local-Search, 9.38, 15.62500
FootRule+_Chanas, 9.48, 0.00000
RandomSort, 10.06, 0.00000
RandomSort_Local-Search, 9.38, 15.62500
RandomSort_Chanas, 9.68, 0.00000
Borda+, 11.84, 0.00000
Borda+_Local-Search, 9.38, 0.00000
Borda+_Chanas, 10.32, 0.00000
Score-Then-Borda+, 10.52, 0.00000
Score-Then-Borda+_Local-Search, 9.38, 15.62500
Score-Then-Borda+_Chanas, 9.78, 0.00000
Relaxed-Linear-Program, 9.38, 375.00000
Relaxed-Linear-Program_Local-Search, 9.38, 390.62500
Relaxed-Linear-Program_Chanas, 9.38, 375.00000
Local-Search, 9.38, 15.62500
Local-Search_Chanas, 9.38, 15.62500
Chanas, 10.18, 0.00000
Chanas_Local-Search, 9.38, 15.62500
Copeland, 17.66, 0.00000
Copeland_Local-Search, 9.38, 15.62500
Copeland_Chanas, 9.4, 0.00000
QS-Rand, 16.22, 15.62500
QS-Rand_Local-Search, 9.38, 31.25000
QS-Rand_Chanas, 9.92, 15.62500
QS-Det, 16.58, 0.00000
QS-Det_Local-Search, 9.38, 0.00000
QS-Det_Chanas, 10.0, 15.62500
IS, 17.6, 0.00000
IS_Local-Search, 9.38, 15.62500
IS_Chanas, 9.46, 0.00000
Opt, 9.38, 390.62500
