ALGORITHM, DISTANCE, TIME
FootRule+, 207.7834, 125.00000
FootRule+_Local-Search, 207.5866, 3359.37500
FootRule+_Chanas, 207.5968, 3203.12500
RandomSort, 307.4906, 218.75000
RandomSort_Local-Search, 207.5866, 3546.87500
RandomSort_Chanas, 256.5736, 3234.37500
Borda+, 211.2658, 203.12500
Borda+_Local-Search, 207.5866, 3468.75000
Borda+_Chanas, 209.7082, 3265.62500
Score-Then-Borda+, 211.2658, 296.87500
Score-Then-Borda+_Local-Search, 207.5866, 4046.87500
Score-Then-Borda+_Chanas, 209.7082, 3406.25000
Relaxed-Linear-Program, 207.5866, 21968.75000
Relaxed-Linear-Program_Local-Search, 207.5866, 25015.62500
Relaxed-Linear-Program_Chanas, 207.5866, 25062.50000
Local-Search, 207.5866, 3468.75000
Local-Search_Chanas, 207.5866, 6484.37500
Chanas, 267.7694, 2984.37500
Chanas_Local-Search, 207.5866, 6359.37500
Copeland, 704.9974, 2984.37500
Copeland_Local-Search, 207.5866, 6406.25000
Copeland_Chanas, 207.6684, 6046.87500
QS-Rand, 674.8124, 3015.62500
QS-Rand_Local-Search, 207.5866, 6484.37500
QS-Rand_Chanas, 232.9794, 6031.25000
QS-Det, 325.2216, 3000.00000
QS-Det_Local-Search, 207.5866, 6453.12500
QS-Det_Chanas, 286.469, 6015.62500
IS, 705.0244, 3000.00000
IS_Local-Search, 207.5866, 6359.37500
IS_Chanas, 207.6414, 6046.87500
Opt, 207.5866, 20000.00000
