ALGORITHM, DISTANCE, TIME
FootRule+, 74.06, 46.87500
FootRule+_Local-Search, 72.06, 546.87500
FootRule+_Chanas, 73.3, 171.87500
RandomSort, 79.32, 0.00000
RandomSort_Local-Search, 72.06, 500.00000
RandomSort_Chanas, 76.66, 93.75000
Borda+, 92.5, 0.00000
Borda+_Local-Search, 72.02, 609.37500
Borda+_Chanas, 84.9, 93.75000
Score-Then-Borda+, 80.0, 15.62500
Score-Then-Borda+_Local-Search, 72.02, 609.37500
Score-Then-Borda+_Chanas, 78.44, 125.00000
Relaxed-Linear-Program, 72.02, 34890.62500
Relaxed-Linear-Program_Local-Search, 72.02, 34968.75000
Relaxed-Linear-Program_Chanas, 72.02, 35000.00000
Local-Search, 72.02, 796.87500
Local-Search_Chanas, 72.02, 906.25000
Chanas, 95.78, 46.87500
Chanas_Local-Search, 72.08, 625.00000
Copeland, 281.74, 0.00000
Copeland_Local-Search, 72.12, 687.50000
Copeland_Chanas, 72.94, 31.25000
QS-Rand, 252.74, 15.62500
QS-Rand_Local-Search, 72.06, 812.50000
QS-Rand_Chanas, 98.72, 46.87500
QS-Det, 236.0, 0.00000
QS-Det_Local-Search, 72.04, 687.50000
QS-Det_Chanas, 101.68, 46.87500
IS, 280.26, 15.62500
IS_Local-Search, 72.02, 703.12500
IS_Chanas, 74.42, 46.87500
Opt, 72.02, 30312.50000
