ALGORITHM, DISTANCE, TIME
FootRule+, 59.645, 15.62500
FootRule+_Chanas, 59.43, 78.12500
FootRule+_Local-Search, 59.32, 203.12500
RandomSort, 67.505, 0.00000
RandomSort_Chanas, 63.02, 46.87500
RandomSort_Local-Search, 59.32, 265.62500
Borda+, 79.455, 0.00000
Borda+_Chanas, 68.32, 31.25000
Borda+_Local-Search, 59.32, 265.62500
Score-Then-Borda+, 62.72, 0.00000
Score-Then-Borda+_Chanas, 61.345, 46.87500
Score-Then-Borda+_Local-Search, 59.32, 234.37500
Relaxed-Linear-Program, 59.32, 13828.12500
Relaxed-Linear-Program_Chanas, 59.32, 13890.62500
Relaxed-Linear-Program_Local-Search, 59.32, 13875.00000
Local-Search, 59.325, 328.12500
Local-Search_Chanas, 59.325, 390.62500
Chanas, 66.755, 46.87500
Chanas_Local-Search, 59.32, 328.12500
Copeland, 116.99, 15.62500
Copeland_Chanas, 59.48, 31.25000
Copeland_Local-Search, 59.34, 359.37500
QS-Rand, 109.12, 15.62500
QS-Rand_Chanas, 65.42, 46.87500
QS-Rand_Local-Search, 59.32, 421.87500
QS-Det, 99.165, 15.62500
QS-Det_Chanas, 67.76, 46.87500
QS-Det_Local-Search, 59.33, 296.87500
IS, 116.75, 15.62500
IS_Chanas, 59.72, 46.87500
IS_Local-Search, 59.325, 343.75000
Opt, 59.32, 12046.87500
