ALGORITHM, DISTANCE, TIME
FootRule+, 397.818, 46.87500
FootRule+_Local-Search, 391.66, 703.12500
FootRule+_Chanas, 395.814, 406.25000
RandomSort, 431.548, 31.25000
RandomSort_Local-Search, 391.714, 734.37500
RandomSort_Chanas, 402.174, 375.00000
Borda+, 423.426, 31.25000
Borda+_Local-Search, 391.678, 796.87500
Borda+_Chanas, 406.662, 359.37500
Score-Then-Borda+, 423.426, 15.62500
Score-Then-Borda+_Local-Search, 391.722, 656.25000
Score-Then-Borda+_Chanas, 406.662, 343.75000
Relaxed-Linear-Program, 391.552, 19125.00000
Relaxed-Linear-Program_Local-Search, 391.552, 19562.50000
Relaxed-Linear-Program_Chanas, 391.552, 19484.37500
Local-Search, 391.624, 765.62500
Local-Search_Chanas, 391.624, 1125.00000
Chanas, 417.302, 328.12500
Chanas_Local-Search, 391.708, 1281.25000
Copeland, 528.022, 312.50000
Copeland_Local-Search, 391.658, 1062.50000
Copeland_Chanas, 393.756, 609.37500
QS-Rand, 501.438, 296.87500
QS-Rand_Local-Search, 391.642, 1125.00000
QS-Rand_Chanas, 408.288, 625.00000
QS-Det, 491.458, 312.50000
QS-Det_Local-Search, 391.656, 984.37500
QS-Det_Chanas, 416.428, 625.00000
IS, 520.426, 312.50000
IS_Local-Search, 391.558, 968.75000
IS_Chanas, 398.614, 625.00000
Opt, 391.552, 16906.25000
