ALGORITHM, DISTANCE, TIME
FootRule+, 299.26, 31.25000
FootRule+_Chanas, 293.06, 109.37500
FootRule+_Local-Search, 285.78, 468.75000
RandomSort, 309.48, 0.00000
RandomSort_Chanas, 298.34, 78.12500
RandomSort_Local-Search, 286.04, 562.50000
Borda+, 376.4, 0.00000
Borda+_Chanas, 329.38, 62.50000
Borda+_Local-Search, 284.94, 500.00000
Score-Then-Borda+, 315.88, 0.00000
Score-Then-Borda+_Chanas, 304.32, 62.50000
Score-Then-Borda+_Local-Search, 285.6, 437.50000
Relaxed-Linear-Program, 284.94, 19125.00000
Relaxed-Linear-Program_Chanas, 284.94, 19218.75000
Relaxed-Linear-Program_Local-Search, 284.94, 19187.50000
Local-Search, 285.54, 437.50000
Local-Search_Chanas, 285.54, 515.62500
Chanas, 333.5, 62.50000
Chanas_Local-Search, 285.68, 531.25000
Copeland, 629.46, 31.25000
Copeland_Chanas, 295.86, 62.50000
Copeland_Local-Search, 285.26, 515.62500
QS-Rand, 543.42, 31.25000
QS-Rand_Chanas, 321.22, 78.12500
QS-Rand_Local-Search, 285.46, 578.12500
QS-Det, 576.84, 31.25000
QS-Det_Chanas, 334.98, 62.50000
QS-Det_Local-Search, 285.74, 453.12500
IS, 619.68, 31.25000
IS_Chanas, 305.36, 78.12500
IS_Local-Search, 286.38, 453.12500
Opt, 284.94, 16625.00000
