ALGORITHM, DISTANCE, TIME
FootRule+, 40.5876, 46.87500
FootRule+_Chanas, 40.5832, 640.62500
FootRule+_Local-Search, 40.5832, 687.50000
RandomSort, 42.9536, 187.50000
RandomSort_Chanas, 42.2458, 953.12500
RandomSort_Local-Search, 40.5832, 1000.00000
Borda+, 58.5324, 31.25000
Borda+_Chanas, 50.3934, 625.00000
Borda+_Local-Search, 40.5832, 968.75000
Score-Then-Borda+, 41.9512, 62.50000
Score-Then-Borda+_Chanas, 41.6116, 656.25000
Score-Then-Borda+_Local-Search, 40.5832, 875.00000
Relaxed-Linear-Program, 40.5832, 14156.25000
Relaxed-Linear-Program_Chanas, 40.5832, 14750.00000
Relaxed-Linear-Program_Local-Search, 40.5832, 14734.37500
Local-Search, 40.5832, 1125.00000
Local-Search_Chanas, 40.5832, 1796.87500
Chanas, 52.2256, 734.37500
Chanas_Local-Search, 40.5832, 1609.37500
Copeland, 149.4158, 562.50000
Copeland_Chanas, 40.585, 1140.62500
Copeland_Local-Search, 40.5832, 1468.75000
QS-Rand, 118.4638, 546.87500
QS-Rand_Chanas, 58.56, 1109.37500
QS-Rand_Local-Search, 40.5832, 1421.87500
QS-Det, 56.1386, 562.50000
QS-Det_Chanas, 50.4146, 1140.62500
QS-Det_Local-Search, 40.5832, 1796.87500
IS, 149.4176, 625.00000
IS_Chanas, 40.5832, 1171.87500
IS_Local-Search, 40.5832, 1531.25000
Opt, 40.5832, 12390.62500
