ALGORITHM, DISTANCE, TIME
FootRule+, 2.1476, 0.00000
FootRule+_Local-Search, 2.1476, 0.00000
FootRule+_Chanas, 2.1476, 0.00000
RandomSort, 2.1476, 0.00000
RandomSort_Local-Search, 2.1476, 15.62500
RandomSort_Chanas, 2.1476, 0.00000
Borda+, 2.1974, 0.00000
Borda+_Local-Search, 2.1476, 0.00000
Borda+_Chanas, 2.1744, 0.00000
Score-Then-Borda+, 2.152, 15.62500
Score-Then-Borda+_Local-Search, 2.1476, 15.62500
Score-Then-Borda+_Chanas, 2.1476, 15.62500
Relaxed-Linear-Program, 2.1476, 15.62500
Relaxed-Linear-Program_Local-Search, 2.1476, 15.62500
Relaxed-Linear-Program_Chanas, 2.1476, 15.62500
Local-Search, 2.1476, 0.00000
Local-Search_Chanas, 2.1476, 0.00000
Chanas, 2.2162, 15.62500
Chanas_Local-Search, 2.1476, 15.62500
Copeland, 2.6264, 0.00000
Copeland_Local-Search, 2.1476, 0.00000
Copeland_Chanas, 2.1476, 0.00000
QS-Rand, 2.6078, 0.00000
QS-Rand_Local-Search, 2.1476, 0.00000
QS-Rand_Chanas, 2.1662, 0.00000
QS-Det, 2.3676, 0.00000
QS-Det_Local-Search, 2.1476, 0.00000
QS-Det_Chanas, 2.2348, 0.00000
IS, 2.6264, 0.00000
IS_Local-Search, 2.1476, 0.00000
IS_Chanas, 2.1476, 15.62500
Opt, 2.1476, 15.62500
