ALGORITHM, DISTANCE, TIME
FootRule+, 96.912, 31.25000
FootRule+_Local-Search, 96.762, 281.25000
FootRule+_Chanas, 96.846, 171.87500
RandomSort, 111.634, 15.62500
RandomSort_Local-Search, 96.758, 531.25000
RandomSort_Chanas, 101.65, 109.37500
Borda+, 109.442, 0.00000
Borda+_Local-Search, 96.76, 593.75000
Borda+_Chanas, 101.394, 109.37500
Score-Then-Borda+, 101.536, 0.00000
Score-Then-Borda+_Local-Search, 96.754, 468.75000
Score-Then-Borda+_Chanas, 98.96, 109.37500
Relaxed-Linear-Program, 96.754, 18859.37500
Relaxed-Linear-Program_Local-Search, 96.754, 18953.12500
Relaxed-Linear-Program_Chanas, 96.754, 18984.37500
Local-Search, 96.758, 468.75000
Local-Search_Chanas, 96.758, 593.75000
Chanas, 101.72, 93.75000
Chanas_Local-Search, 96.756, 625.00000
Copeland, 137.776, 62.50000
Copeland_Local-Search, 96.76, 531.25000
Copeland_Chanas, 96.912, 140.62500
QS-Rand, 131.088, 78.12500
QS-Rand_Local-Search, 96.756, 546.87500
QS-Rand_Chanas, 99.638, 156.25000
QS-Det, 123.388, 78.12500
QS-Det_Local-Search, 96.762, 781.25000
QS-Det_Chanas, 104.096, 156.25000
IS, 137.64, 78.12500
IS_Local-Search, 96.764, 484.37500
IS_Chanas, 97.048, 156.25000
Opt, 96.754, 16562.50000
