ALGORITHM, DISTANCE, TIME
FootRule+, 40.468, 15.62500
FootRule+_Local-Search, 40.396, 171.87500
FootRule+_Chanas, 40.4295, 140.62500
RandomSort, 41.6265, 62.50000
RandomSort_Local-Search, 40.3955, 296.87500
RandomSort_Chanas, 41.174, 218.75000
Borda+, 43.366, 15.62500
Borda+_Local-Search, 40.396, 203.12500
Borda+_Chanas, 41.471, 125.00000
Score-Then-Borda+, 41.785, 15.62500
Score-Then-Borda+_Local-Search, 40.398, 203.12500
Score-Then-Borda+_Chanas, 40.848, 140.62500
Relaxed-Linear-Program, 40.395, 3562.50000
Relaxed-Linear-Program_Local-Search, 40.395, 3671.87500
Relaxed-Linear-Program_Chanas, 40.395, 3671.87500
Local-Search, 40.396, 187.50000
Local-Search_Chanas, 40.396, 296.87500
Chanas, 41.0675, 109.37500
Chanas_Local-Search, 40.396, 281.25000
Copeland, 47.9915, 93.75000
Copeland_Local-Search, 40.398, 296.87500
Copeland_Chanas, 40.419, 203.12500
QS-Rand, 46.6085, 109.37500
QS-Rand_Local-Search, 40.396, 312.50000
QS-Rand_Chanas, 41.537, 218.75000
QS-Det, 44.8745, 109.37500
QS-Det_Local-Search, 40.399, 281.25000
QS-Det_Chanas, 41.9085, 218.75000
IS, 47.988, 93.75000
IS_Local-Search, 40.3965, 328.12500
IS_Chanas, 40.4225, 203.12500
Opt, 40.395, 3718.75000
