ALGORITHM, DISTANCE, TIME
FootRule+, 40.0434, 15.62500
FootRule+_Chanas, 40.0096, 265.62500
FootRule+_Local-Search, 40.0028, 312.50000
RandomSort, 40.9286, 156.25000
RandomSort_Chanas, 40.4734, 406.25000
RandomSort_Local-Search, 40.005, 468.75000
Borda+, 42.4596, 31.25000
Borda+_Chanas, 41.0106, 265.62500
Borda+_Local-Search, 40.0028, 375.00000
Score-Then-Borda+, 41.0534, 46.87500
Score-Then-Borda+_Chanas, 40.299, 296.87500
Score-Then-Borda+_Local-Search, 40.0028, 375.00000
Relaxed-Linear-Program, 40.0028, 3781.25000
Relaxed-Linear-Program_Chanas, 40.0028, 4015.62500
Relaxed-Linear-Program_Local-Search, 40.0028, 4015.62500
Local-Search, 40.0028, 312.50000
Local-Search_Chanas, 40.0028, 562.50000
Chanas, 40.7878, 234.37500
Chanas_Local-Search, 40.0028, 531.25000
Copeland, 46.4244, 234.37500
Copeland_Chanas, 40.0094, 453.12500
Copeland_Local-Search, 40.0028, 546.87500
QS-Rand, 44.4196, 234.37500
QS-Rand_Chanas, 40.5492, 453.12500
QS-Rand_Local-Search, 40.0028, 546.87500
QS-Det, 42.6968, 218.75000
QS-Det_Chanas, 41.2478, 453.12500
QS-Det_Local-Search, 40.005, 546.87500
IS, 46.4136, 234.37500
IS_Chanas, 40.0224, 468.75000
IS_Local-Search, 40.005, 562.50000
Opt, 40.0028, 3609.37500
