ALGORITHM, DISTANCE, TIME
FootRule+, 85.532, 46.87500
FootRule+_Local-Search, 85.4884, 812.50000
FootRule+_Chanas, 85.504, 671.87500
RandomSort, 88.4258, 187.50000
RandomSort_Local-Search, 85.4874, 1062.50000
RandomSort_Chanas, 87.169, 796.87500
Borda+, 91.0552, 31.25000
Borda+_Local-Search, 85.4882, 843.75000
Borda+_Chanas, 87.8108, 625.00000
Score-Then-Borda+, 88.3672, 46.87500
Score-Then-Borda+_Local-Search, 85.4884, 937.50000
Score-Then-Borda+_Chanas, 86.8228, 734.37500
Relaxed-Linear-Program, 85.4872, 14265.62500
Relaxed-Linear-Program_Local-Search, 85.4872, 14859.37500
Relaxed-Linear-Program_Chanas, 85.4872, 14890.62500
Local-Search, 85.4886, 843.75000
Local-Search_Chanas, 85.4886, 1437.50000
Chanas, 88.4816, 578.12500
Chanas_Local-Search, 85.4872, 1468.75000
Copeland, 104.4904, 578.12500
Copeland_Local-Search, 85.4872, 1484.37500
Copeland_Chanas, 85.5104, 1156.25000
QS-Rand, 102.3938, 718.75000
QS-Rand_Local-Search, 85.4894, 1625.00000
QS-Rand_Chanas, 86.914, 1296.87500
QS-Det, 94.6444, 718.75000
QS-Det_Local-Search, 85.4886, 1671.87500
QS-Det_Chanas, 89.3214, 1312.50000
IS, 104.4538, 562.50000
IS_Local-Search, 85.4872, 1625.00000
IS_Chanas, 85.547, 1140.62500
Opt, 85.4872, 12453.12500
