ALGORITHM, DISTANCE, TIME
FootRule+, 31.135, 0.00000
FootRule+_Chanas, 30.975, 31.25000
FootRule+_Local-Search, 30.84, 78.12500
RandomSort, 32.655, 0.00000
RandomSort_Chanas, 31.77, 31.25000
RandomSort_Local-Search, 30.84, 109.37500
Borda+, 35.125, 0.00000
Borda+_Chanas, 32.72, 15.62500
Borda+_Local-Search, 30.84, 78.12500
Score-Then-Borda+, 32.345, 0.00000
Score-Then-Borda+_Chanas, 31.6, 15.62500
Score-Then-Borda+_Local-Search, 30.84, 93.75000
Relaxed-Linear-Program, 30.84, 3968.75000
Relaxed-Linear-Program_Chanas, 30.84, 4000.00000
Relaxed-Linear-Program_Local-Search, 30.84, 3984.37500
Local-Search, 30.84, 140.62500
Local-Search_Chanas, 30.84, 171.87500
Chanas, 33.72, 15.62500
Chanas_Local-Search, 30.84, 125.00000
Copeland, 55.985, 15.62500
Copeland_Chanas, 30.945, 31.25000
Copeland_Local-Search, 30.84, 125.00000
QS-Rand, 52.025, 15.62500
QS-Rand_Chanas, 33.885, 31.25000
QS-Rand_Local-Search, 30.84, 218.75000
QS-Det, 50.17, 15.62500
QS-Det_Chanas, 35.505, 46.87500
QS-Det_Local-Search, 30.84, 156.25000
IS, 55.925, 0.00000
IS_Chanas, 31.005, 15.62500
IS_Local-Search, 30.84, 93.75000
Opt, 30.84, 3578.12500
