ALGORITHM, DISTANCE, TIME
FootRule+, 21.035, 0.00000
FootRule+_Local-Search, 20.93, 46.87500
FootRule+_Chanas, 20.94, 31.25000
RandomSort, 23.62, 15.62500
RandomSort_Local-Search, 20.93, 62.50000
RandomSort_Chanas, 21.92, 31.25000
Borda+, 32.735, 0.00000
Borda+_Local-Search, 20.93, 78.12500
Borda+_Chanas, 25.29, 31.25000
Score-Then-Borda+, 21.83, 0.00000
Score-Then-Borda+_Local-Search, 20.93, 78.12500
Score-Then-Borda+_Chanas, 21.27, 15.62500
Relaxed-Linear-Program, 20.93, 3375.00000
Relaxed-Linear-Program_Local-Search, 20.93, 3390.62500
Relaxed-Linear-Program_Chanas, 20.93, 3390.62500
Local-Search, 20.93, 78.12500
Local-Search_Chanas, 20.93, 109.37500
Chanas, 24.195, 15.62500
Chanas_Local-Search, 20.93, 78.12500
Copeland, 66.0, 15.62500
Copeland_Local-Search, 20.93, 109.37500
Copeland_Chanas, 20.93, 31.25000
QS-Rand, 51.33, 15.62500
QS-Rand_Local-Search, 20.93, 109.37500
QS-Rand_Chanas, 28.66, 31.25000
QS-Det, 33.2, 15.62500
QS-Det_Local-Search, 20.93, 93.75000
QS-Det_Chanas, 28.945, 31.25000
IS, 66.0, 15.62500
IS_Local-Search, 20.93, 93.75000
IS_Chanas, 20.93, 31.25000
Opt, 20.93, 3500.00000
