ALGORITHM, DISTANCE, TIME
FootRule+, 11.83, 0.00000
FootRule+_Chanas, 11.821, 15.62500
FootRule+_Local-Search, 11.821, 15.62500
RandomSort, 12.3115, 31.25000
RandomSort_Chanas, 11.8935, 46.87500
RandomSort_Local-Search, 11.821, 62.50000
Borda+, 12.494, 15.62500
Borda+_Chanas, 11.9035, 31.25000
Borda+_Local-Search, 11.821, 31.25000
Score-Then-Borda+, 12.494, 15.62500
Score-Then-Borda+_Chanas, 11.9035, 46.87500
Score-Then-Borda+_Local-Search, 11.821, 31.25000
Relaxed-Linear-Program, 11.821, 406.25000
Relaxed-Linear-Program_Chanas, 11.821, 421.87500
Relaxed-Linear-Program_Local-Search, 11.821, 421.87500
Local-Search, 11.821, 31.25000
Local-Search_Chanas, 11.821, 46.87500
Chanas, 12.066, 15.62500
Chanas_Local-Search, 11.821, 46.87500
Copeland, 13.482, 15.62500
Copeland_Chanas, 11.821, 46.87500
Copeland_Local-Search, 11.821, 46.87500
QS-Rand, 13.0285, 15.62500
QS-Rand_Chanas, 11.9105, 31.25000
QS-Rand_Local-Search, 11.821, 31.25000
QS-Det, 12.896, 15.62500
QS-Det_Chanas, 12.1125, 31.25000
QS-Det_Local-Search, 11.821, 46.87500
IS, 13.482, 15.62500
IS_Chanas, 11.821, 31.25000
IS_Local-Search, 11.821, 46.87500
Opt, 11.821, 437.50000
