ALGORITHM, DISTANCE, TIME
FootRule+, 438.0284, 125.00000
FootRule+_Chanas, 436.5612, 3187.50000
FootRule+_Local-Search, 434.9326, 3500.00000
RandomSort, 451.9908, 218.75000
RandomSort_Chanas, 440.9604, 3265.62500
RandomSort_Local-Search, 434.9348, 3562.50000
Borda+, 446.4512, 203.12500
Borda+_Chanas, 438.9938, 3281.25000
Borda+_Local-Search, 434.9432, 3703.12500
Score-Then-Borda+, 446.4512, 281.25000
Score-Then-Borda+_Chanas, 438.9938, 3375.00000
Score-Then-Borda+_Local-Search, 434.932, 3734.37500
Relaxed-Linear-Program, 434.9014, 21953.12500
Relaxed-Linear-Program_Chanas, 434.9014, 25031.25000
Relaxed-Linear-Program_Local-Search, 434.9014, 25000.00000
Local-Search, 434.9408, 3437.50000
Local-Search_Chanas, 434.9408, 6531.25000
Chanas, 441.3012, 3000.00000
Chanas_Local-Search, 434.9482, 6312.50000
Copeland, 476.798, 3031.25000
Copeland_Chanas, 435.8678, 6031.25000
Copeland_Local-Search, 434.9194, 6625.00000
QS-Rand, 468.7474, 3015.62500
QS-Rand_Chanas, 440.7276, 6109.37500
QS-Rand_Local-Search, 434.9436, 6625.00000
QS-Det, 465.8566, 3000.00000
QS-Det_Chanas, 442.867, 6078.12500
QS-Det_Local-Search, 434.9246, 6843.75000
IS, 475.9398, 3046.87500
IS_Chanas, 436.5076, 6046.87500
IS_Local-Search, 434.9308, 6515.62500
Opt, 434.9014, 19718.75000
