ALGORITHM, DISTANCE, TIME
FootRule+, 14.26, 0.00000
FootRule+_Local-Search, 13.8, 0.00000
FootRule+_Chanas, 13.8, 0.00000
RandomSort, 15.42, 15.62500
RandomSort_Local-Search, 13.8, 31.25000
RandomSort_Chanas, 14.76, 15.62500
Borda+, 14.04, 0.00000
Borda+_Local-Search, 13.8, 0.00000
Borda+_Chanas, 13.8, 0.00000
Score-Then-Borda+, 14.3, 15.62500
Score-Then-Borda+_Local-Search, 13.8, 15.62500
Score-Then-Borda+_Chanas, 13.8, 15.62500
Relaxed-Linear-Program, 13.8, 109.37500
Relaxed-Linear-Program_Local-Search, 13.8, 109.37500
Relaxed-Linear-Program_Chanas, 13.8, 109.37500
Local-Search, 13.8, 15.62500
Local-Search_Chanas, 13.8, 15.62500
Chanas, 15.7, 0.00000
Chanas_Local-Search, 13.8, 0.00000
Copeland, 25.36, 0.00000
Copeland_Local-Search, 13.8, 0.00000
Copeland_Chanas, 14.74, 15.62500
QS-Rand, 24.52, 0.00000
QS-Rand_Local-Search, 13.8, 0.00000
QS-Rand_Chanas, 15.58, 0.00000
QS-Det, 22.28, 0.00000
QS-Det_Local-Search, 13.8, 15.62500
QS-Det_Chanas, 16.14, 0.00000
IS, 26.12, 0.00000
IS_Local-Search, 13.8, 0.00000
IS_Chanas, 13.98, 0.00000
Opt, 13.8, 156.25000
