ALGORITHM, DISTANCE, TIME
FootRule+, 9.1775, 0.00000
FootRule+_Local-Search, 9.1745, 15.62500
FootRule+_Chanas, 9.1745, 31.25000
RandomSort, 9.217, 31.25000
RandomSort_Local-Search, 9.1745, 46.87500
RandomSort_Chanas, 9.192, 46.87500
Borda+, 9.9515, 0.00000
Borda+_Local-Search, 9.1745, 15.62500
Borda+_Chanas, 9.4545, 31.25000
Score-Then-Borda+, 9.6455, 0.00000
Score-Then-Borda+_Local-Search, 9.1745, 15.62500
Score-Then-Borda+_Chanas, 9.2385, 15.62500
Relaxed-Linear-Program, 9.1745, 406.25000
Relaxed-Linear-Program_Local-Search, 9.1745, 421.87500
Relaxed-Linear-Program_Chanas, 9.1745, 437.50000
Local-Search, 9.1745, 31.25000
Local-Search_Chanas, 9.1745, 62.50000
Chanas, 10.0065, 15.62500
Chanas_Local-Search, 9.1745, 46.87500
Copeland, 16.1285, 31.25000
Copeland_Local-Search, 9.1745, 62.50000
Copeland_Chanas, 9.1745, 62.50000
QS-Rand, 15.8215, 15.62500
QS-Rand_Local-Search, 9.1745, 46.87500
QS-Rand_Chanas, 9.3955, 46.87500
QS-Det, 10.857, 15.62500
QS-Det_Local-Search, 9.1745, 46.87500
QS-Det_Chanas, 10.1395, 46.87500
IS, 16.1285, 15.62500
IS_Local-Search, 9.1745, 46.87500
IS_Chanas, 9.1745, 31.25000
Opt, 9.1745, 437.50000
