ALGORITHM, DISTANCE, TIME
FootRule+, 84.3835, 31.25000
FootRule+_Local-Search, 84.2845, 437.50000
FootRule+_Chanas, 84.314, 390.62500
RandomSort, 89.389, 78.12500
RandomSort_Local-Search, 84.284, 656.25000
RandomSort_Chanas, 86.2825, 343.75000
Borda+, 90.701, 15.62500
Borda+_Local-Search, 84.285, 593.75000
Borda+_Chanas, 87.1065, 281.25000
Score-Then-Borda+, 86.5285, 15.62500
Score-Then-Borda+_Local-Search, 84.2845, 546.87500
Score-Then-Borda+_Chanas, 85.468, 296.87500
Relaxed-Linear-Program, 84.284, 14031.25000
Relaxed-Linear-Program_Local-Search, 84.284, 14296.87500
Relaxed-Linear-Program_Chanas, 84.284, 14312.50000
Local-Search, 84.2845, 531.25000
Local-Search_Chanas, 84.2845, 796.87500
Chanas, 86.7995, 265.62500
Chanas_Local-Search, 84.2845, 921.87500
Copeland, 109.371, 296.87500
Copeland_Local-Search, 84.285, 812.50000
Copeland_Chanas, 84.346, 531.25000
QS-Rand, 105.187, 234.37500
QS-Rand_Local-Search, 84.2845, 796.87500
QS-Rand_Chanas, 88.0485, 484.37500
QS-Det, 98.6495, 250.00000
QS-Det_Local-Search, 84.2855, 781.25000
QS-Det_Chanas, 88.996, 500.00000
IS, 109.2835, 234.37500
IS_Local-Search, 84.285, 828.12500
IS_Chanas, 84.4335, 484.37500
Opt, 84.284, 12343.75000
