ALGORITHM, DISTANCE, TIME
FootRule+, 1.8042, 15.62500
FootRule+_Chanas, 1.8038, 93.75000
FootRule+_Local-Search, 1.8038, 125.00000
RandomSort, 1.8056, 31.25000
RandomSort_Chanas, 1.8038, 125.00000
RandomSort_Local-Search, 1.8038, 125.00000
Borda+, 1.8056, 0.00000
Borda+_Chanas, 1.8038, 78.12500
Borda+_Local-Search, 1.8038, 93.75000
Score-Then-Borda+, 1.8042, 15.62500
Score-Then-Borda+_Chanas, 1.8038, 93.75000
Score-Then-Borda+_Local-Search, 1.8038, 93.75000
Relaxed-Linear-Program, 1.8038, 3453.12500
Relaxed-Linear-Program_Chanas, 1.8038, 3531.25000
Relaxed-Linear-Program_Local-Search, 1.8038, 3531.25000
Local-Search, 1.8038, 125.00000
Local-Search_Chanas, 1.8038, 203.12500
Chanas, 10.2758, 78.12500
Chanas_Local-Search, 1.8038, 203.12500
Copeland, 84.6322, 62.50000
Copeland_Chanas, 1.8038, 125.00000
Copeland_Local-Search, 1.8038, 203.12500
QS-Rand, 52.8616, 62.50000
QS-Rand_Chanas, 8.5192, 140.62500
QS-Rand_Local-Search, 1.8038, 203.12500
QS-Det, 64.9986, 62.50000
QS-Det_Chanas, 7.8154, 140.62500
QS-Det_Local-Search, 1.8038, 203.12500
IS, 84.6322, 62.50000
IS_Chanas, 1.8038, 140.62500
IS_Local-Search, 1.8038, 203.12500
Opt, 1.8038, 3406.25000
