ALGORITHM, DISTANCE, TIME
FootRule+, 14.76, 10.36398
Borda+, 14.68, 7.63815
Score-Then-Borda+, 14.68, 11.38233
RandomSort, 25.47, 7.35594
Local-Search, 14.68, 123.12630
Linear-Programming-Relaxation, 14.68, 573.11959
Copeland, 402.61, 52.66318
OPTIMAL, 14.68, 574.17666
