ALGORITHM, DISTANCE, TIME
FootRule+, 4.595744680851064, 0.54471
Borda+, 4.595744680851064, 0.46454
Score-Then-Borda+, 4.595744680851064, 0.86025
RandomSort, 5.574468085106383, 2.02653
Local-Search, 4.595744680851064, 1.44056
Linear-Programming-Relaxation, 4.595744680851064, 6.02691
Copeland, 9.829787234042554, 0.53470
OPTIMAL, 4.595744680851064, 5.49453
