ALGORITHM, DISTANCE, TIME
FootRule+, 155.417, 64.36012
Borda+, 157.1398, 145.76721
Score-Then-Borda+, 157.1398, 219.94776
RandomSort, 160.0876, 194.57442
Local-Search, 154.9238, 1145.22405
Linear-Programming-Relaxation, 154.862, 1803.56678
Copeland, 167.9542, 978.16025
OPTIMAL, 154.862, 1502.76101
