ALGORITHM, DISTANCE, TIME
FootRule+, 12.0064, 75.57299
Borda+, 12.0064, 144.92092
Score-Then-Borda+, 12.0064, 216.04285
RandomSort, 16.7214, 179.53181
Local-Search, 12.0064, 1227.78203
Linear-Programming-Relaxation, 12.0064, 1655.32205
Copeland, 376.0976, 1171.98930
OPTIMAL, 12.0064, 1667.74666
