ALGORITHM, DISTANCE, TIME
FootRule+, 124.6325, 17.86387
Borda+, 124.8225, 23.29341
Score-Then-Borda+, 124.78375, 34.70990
RandomSort, 168.16, 28.55960
Local-Search, 123.975, 290.13071
Linear-Programming-Relaxation, 123.95375, 708.83818
Copeland, 262.1475, 197.89210
OPTIMAL, 123.95375, 700.75809
