ALGORITHM, DISTANCE, TIME
FootRule+, 31.28, 62.94235
Borda+, 31.48, 16.34078
Score-Then-Borda+, 31.48, 23.88636
RandomSort, 45.715, 7.86217
Local-Search, 31.145, 943.54493
Linear-Programming-Relaxation, 31.145, 4778.35220
Copeland, 1695.16, 233.08285
OPTIMAL, 31.145, 4783.12569
