ALGORITHM, DISTANCE, TIME
FootRule+, 146.2625, 56.53049
Borda+, 159.1275, 7.10158
Score-Then-Borda+, 151.36625, 10.77603
RandomSort, 157.68625, 27.82326
Local-Search, 145.91, 698.28077
Linear-Programming-Relaxation, 145.90125, 4700.20333
Copeland, 190.9825, 153.10855
OPTIMAL, 145.90125, 4694.40961
