ALGORITHM, DISTANCE, TIME
FootRule+, 11.16375, 61.10906
Borda+, 11.16375, 20.46952
Score-Then-Borda+, 11.16375, 30.93720
RandomSort, 17.935, 29.06689
Local-Search, 11.16375, 1064.93197
Linear-Programming-Relaxation, 11.16375, 5021.21284
Copeland, 895.63875, 411.75727
OPTIMAL, 11.16375, 5002.29732
