ALGORITHM, DISTANCE, TIME
FootRule+, 3.49, 0.49288
Borda+, 3.545, 0.73515
Score-Then-Borda+, 3.545, 1.16411
RandomSort, 3.6, 4.40170
Local-Search, 3.49, 1.46747
Linear-Programming-Relaxation, 3.49, 5.02761
Copeland, 4.44, 0.90942
OPTIMAL, 3.49, 4.69061
