ALGORITHM, DISTANCE, TIME
FootRule+, 6.19, 3.3991
Borda+, 6.19, 3.9872
Score-Then-Borda+, 6.19, 6.7193
RandomSort, 7.315, 11.1045
Local-Search, 6.19, 20.3953
Linear-Programming-Relaxation, 6.19, 78.3452
Copeland, 92.09, 14.6665
OPTIMAL, 6.19, 95.4736
