ALGORITHM, DISTANCE, TIME
FootRule+, 6.63, 16.8184
Borda+, 6.63, 32.0921
Score-Then-Borda+, 6.63, 48.4911
RandomSort, 6.897, 64.6044
Local-Search, 6.63, 143.7642
Linear-Programming-Relaxation, 6.63, 183.7433
Copeland, 91.5075, 118.1954
OPTIMAL, 6.63, 197.0084
