ALGORITHM, DISTANCE, TIME
FootRule+, 428.1766, 130.39257
Borda+, 429.957, 225.74078
Score-Then-Borda+, 427.3066, 341.52216
RandomSort, 445.1532, 173.04200
Local-Search, 425.1654, 2974.88141
Linear-Programming-Relaxation, 425.2748, 4569.12049
Copeland, 464.3652, 2736.54178
OPTIMAL, 425.1306, 4544.01315
