ALGORITHM, DISTANCE, TIME
FootRule+, 51.72, 6.82633
Borda+, 66.72, 0.93891
Score-Then-Borda+, 56.3, 1.44201
RandomSort, 55.28, 1.84081
Local-Search, 50.24, 77.59359
Linear-Programming-Relaxation, 50.24, 530.69244
Copeland, 182.22, 7.05947
OPTIMAL, 50.24, 529.67287
