ALGORITHM, DISTANCE, TIME
FootRule+, 7.47982374768089, 9.89837
Borda+, 7.491883116883117, 18.05459
Score-Then-Borda+, 7.47982374768089, 27.38748
RandomSort, 7.950371057513915, 101.77249
Local-Search, 7.477620593692023, 57.75401
Linear-Programming-Relaxation, 7.477620593692023, 80.11908
Copeland, 17.681354359925788, 57.53997
OPTIMAL, 7.477620593692023, 83.11355
