ALGORITHM, DISTANCE, TIME
FootRule+, 12.547426152655774, 109.37500
FootRule+_Chanas, 12.544262891993991, 781.25000
FootRule+_Local-Search, 12.544262891993991, 781.25000
RandomSort, 13.406194529152064, 828.12500
RandomSort_Chanas, 12.609394201447362, 1531.25000
RandomSort_Local-Search, 12.544262891993991, 1703.12500
Borda+, 12.573756315142688, 203.12500
Borda+_Chanas, 12.562605252378134, 890.62500
Borda+_Local-Search, 12.544262891993991, 890.62500
Score-Then-Borda+, 12.573756315142688, 296.87500
Score-Then-Borda+_Chanas, 12.562605252378134, 968.75000
Score-Then-Borda+_Local-Search, 12.544262891993991, 968.75000
Relaxed-Linear-Program, 12.544262891993991, 968.75000
Relaxed-Linear-Program_Chanas, 12.544262891993991, 1656.25000
Relaxed-Linear-Program_Local-Search, 12.544262891993991, 1656.25000
Local-Search, 12.544262891993991, 656.25000
Local-Search_Chanas, 12.544262891993991, 1328.12500
Chanas, 14.77574985207774, 671.87500
Chanas_Local-Search, 12.544262891993991, 1343.75000
Copeland, 28.203677574985207, 687.50000
Copeland_Chanas, 12.544262891993991, 1562.50000
Copeland_Local-Search, 12.544262891993991, 1359.37500
QS-Rand, 26.962177415684312, 671.87500
QS-Rand_Chanas, 13.090164307496245, 1359.37500
QS-Rand_Local-Search, 12.544262891993991, 1328.12500
QS-Det, 25.34003914250603, 671.87500
QS-Det_Chanas, 13.278776569113832, 1343.75000
QS-Det_Local-Search, 12.544262891993991, 1359.37500
IS, 28.203677574985207, 671.87500
IS_Chanas, 12.544262891993991, 1343.75000
IS_Local-Search, 12.544262891993991, 1343.75000
Opt, 12.544262891993991, 968.75000
