ALGORITHM, DISTANCE, TIME
FootRule+, 76.05555555555556, 0.00000
FootRule+_Chanas, 75.0, 15.62500
FootRule+_Local-Search, 73.61111111111111, 31.25000
RandomSort, 104.27777777777777, 0.00000
RandomSort_Chanas, 83.5, 15.62500
RandomSort_Local-Search, 73.61111111111111, 62.50000
Borda+, 98.77777777777777, 0.00000
Borda+_Chanas, 92.05555555555556, 15.62500
Borda+_Local-Search, 73.61111111111111, 31.25000
Score-Then-Borda+, 76.5, 0.00000
Score-Then-Borda+_Chanas, 74.88888888888889, 15.62500
Score-Then-Borda+_Local-Search, 73.61111111111111, 46.87500
Relaxed-Linear-Program, 73.61111111111111, 2531.25000
Relaxed-Linear-Program_Chanas, 73.61111111111111, 2546.87500
Relaxed-Linear-Program_Local-Search, 73.61111111111111, 2531.25000
Local-Search, 73.61111111111111, 62.50000
Local-Search_Chanas, 73.61111111111111, 78.12500
Chanas, 113.55555555555556, 15.62500
Chanas_Local-Search, 73.61111111111111, 78.12500
Copeland, 266.72222222222223, 0.00000
Copeland_Chanas, 74.0, 0.00000
Copeland_Local-Search, 73.61111111111111, 62.50000
QS-Rand, 215.5, 0.00000
QS-Rand_Chanas, 106.27777777777777, 15.62500
QS-Rand_Local-Search, 73.61111111111111, 78.12500
QS-Det, 204.16666666666666, 0.00000
QS-Det_Chanas, 117.94444444444444, 15.62500
QS-Det_Local-Search, 73.61111111111111, 93.75000
IS, 266.77777777777777, 0.00000
IS_Chanas, 74.22222222222223, 0.00000
IS_Local-Search, 73.61111111111111, 93.75000
Opt, 73.61111111111111, 2421.87500
